Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
AC127381.2	0	0	0	0	0	0
IGHV1OR15-9	0	0	0	0	0	0
SLC20A1P3	0	0	0	0	0	0
IGHV1OR15-2	0	0	0	0	0	0
IGHV3OR15-7	0	0	0	0	0	0
IGHD5OR15-5A	0	0	0	0	0	0
IGHD4OR15-4A	0	0	0	0	0	0
IGHD3OR15-3A	0	0	0	0	0	0
IGHD2OR15-2A	0	0	0	0	0	0
IGHD1OR15-1A	0	0	0	0	0	0
FAM30B	0	0	0	0	0	0
AC127381.1	0	0	0	0	0	0
BCAR1P1	0	0	0	0	1	0
RN7SL584P	0	0	0	0	0	0
AC087386.1	0	0	0	0	0	0
AC087386.2	0	0	0	0	0	0
BMS1P15	1	2	0	0	1	0
AC126603.1	0	0	0	1	0	0
CHEK2P2	0	0	0	1	0	0
AC026495.2	0	0	0	0	0	0
AC026495.1	0	0	0	0	0	0
HERC2P3	88	87	85	73	116	124
AC023310.1	0	0	0	0	0	0
GOLGA6L6	0	0	0	0	0	0
AC023310.3	0	0	0	0	0	0
GOLGA8CP	0	0	0	0	0	0
RN7SL759P	0	0	0	0	0	0
SPATA31E2P	0	0	0	0	0	0
AC023310.2	0	0	0	0	0	0
IGHV1OR15-6	0	0	0	0	0	0
AC023310.4	0	0	0	0	0	0
NBEAP1	0	0	0	0	0	0
AC131280.1	0	0	0	0	0	0
AC012414.4	0	0	0	0	0	0
RNU6-498P	0	0	0	0	0	0
AC012414.2	0	0	0	0	0	0
AC012414.3	0	0	0	0	0	0
LONRF2P3	0	0	0	0	0	0
AC012414.6	0	0	1	0	0	0
GRAMD4P5	0	0	0	0	0	0
AC012414.1	0	0	0	0	0	0
MIR3118-2	0	0	0	0	0	0
POTEB2	0	0	0	0	0	0
RNU6-749P	0	0	0	0	0	0
AC012414.5	0	0	0	0	0	0
AC037471.2	0	0	0	0	0	0
ZNF519P2	0	0	0	0	0	0
NF1P1	0	0	0	0	0	0
MIR5701-1	0	0	0	0	0	0
LINC01193	0	0	0	0	0	0
OR11J2P	0	0	0	0	0	0
OR11J5P	0	0	0	0	0	0
IGHD5OR15-5B	0	0	0	0	0	0
IGHD4OR15-4B	0	0	0	0	0	0
IGHD3OR15-3B	0	0	0	0	0	0
IGHD2OR15-2B	0	0	0	0	0	0
IGHD1OR15-1B	0	0	0	0	0	0
FAM30C	0	0	0	0	0	0
AC037471.1	0	0	0	0	0	0
BCAR1P2	0	0	0	0	0	0
RN7SL400P	0	0	0	0	0	0
AC126335.1	0	0	0	0	0	0
AC126335.2	0	0	0	0	0	0
BMS1P16	0	0	1	0	0	0
AC068446.3	0	0	0	0	0	0
AC068446.1	1	0	0	2	2	0
AC068446.2	0	0	0	0	0	0
RNU6-1235P	0	0	0	0	0	0
AC060814.5	0	0	0	0	0	0
AC060814.4	0	0	0	0	0	0
LONRF2P4	0	0	0	0	0	0
AC060814.2	0	0	0	0	0	0
CXADRP2	0	0	0	0	0	0
AC060814.1	0	0	0	0	0	0
GRAMD4P6	0	0	0	0	0	0
MIR3118-3	0	0	0	0	0	0
POTEB3	0	0	0	0	0	0
AC060814.3	0	0	0	0	0	0
NF1P9	0	0	0	0	0	0
MIR5701-2	0	0	0	0	0	0
AC183088.3	0	0	0	0	0	0
AC183088.2	0	0	0	0	0	0
AC183088.1	0	0	0	0	0	0
LINC02203_1	0	0	0	0	0	0
LINC02203_2	0	0	0	0	0	0
AC135068.5	0	0	0	0	0	0
OR11K1P	0	0	0	0	0	0
AC135068.11	0	0	0	0	0	0
AC135068.10	0	0	0	0	0	0
AC135068.1	0	0	0	0	0	0
AC135068.3	0	0	0	0	0	0
AC135068.4	0	0	0	0	0	0
AC135068.7	0	0	0	0	0	0
AC135068.6	2	1	0	0	1	1
AC135068.8	0	0	0	0	0	0
AC135068.9	0	0	0	0	0	0
AC135068.2	0	0	0	0	0	0
AC134981.1	0	0	0	0	0	0
MIR3118-4	0	0	0	0	0	0
POTEB	0	0	0	0	0	0
RNU6-631P	0	0	0	0	0	0
ZNF519P3	0	0	0	0	0	0
NF1P2	0	0	0	0	0	0
MIR5701-3	0	0	0	0	0	0
OR11J7P	0	0	0	0	0	0
OR11J6P	0	0	0	0	0	0
AC134980.2	0	0	0	0	0	0
OR11H3P	0	0	0	0	0	0
AC134980.3	0	0	0	0	0	0
AC134980.1	0	0	0	0	0	0
OR4Q1P	0	0	0	0	0	0
OR4H6P	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0
AC010760.1	0	0	0	0	0	0
RPS8P10	0	0	0	0	0	0
IGHV1OR15-1	0	0	0	0	0	0
IGHV1OR15-3	0	0	0	0	0	0
IGHV4OR15-8	0	0	0	0	0	0
IGHV1OR15-4	0	0	0	0	0	0
AC025884.3	0	0	0	0	0	0
MIR1268A	0	0	0	0	0	0
AC025884.2	0	0	0	0	0	0
AC025884.1	0	0	0	0	0	0
AC100757.2	0	0	0	0	0	0
AC100757.1	10	8	5	6	3	6
SPATA31E3P	0	0	0	0	0	0
GOLGA8EP	0	1	0	0	0	0
RN7SL545P	0	0	0	0	0	0
AC100757.3	0	0	0	0	0	0
GOLGA6L22	0	0	0	0	0	0
HERC2P7	0	0	0	0	0	0
HERC2P2	527	474	505	361	498	520
GOLGA8IP	2	2	0	0	0	1
RN7SL495P	0	0	0	0	0	0
WHAMMP3	15	19	16	16	17	33
AC138649.2	0	0	0	0	0	0
AC138649.5	0	0	0	0	0	0
AC138649.4	0	0	0	0	0	0
PDCD6IPP1	0	0	0	2	0	1
AC138649.3	0	0	0	0	0	0
AC138649.1	0	0	0	0	0	0
AC011767.1	0	0	0	0	1	1
NIPA1	775	739	1081	1176	1058	1234
NIPA2	544	592	1040	997	863	1010
CYFIP1	2596	2635	3479	3588	3173	3655
TUBGCP5	174	203	474	473	459	526
ELMO2P1	0	0	0	0	0	0
GOLGA6L1	0	0	0	0	0	0
AC116165.3	0	0	0	0	0	0
GOLGA8DP	0	0	0	0	0	0
RN7SL106P	0	0	0	0	0	0
ABCB10P1	0	0	0	0	0	1
AC116165.4	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0
AC116165.5	0	0	0	0	0	0
AC242376.1	1	0	2	0	0	1
AC242376.2	14	26	7	12	14	17
AC100756.3	0	0	0	0	0	0
AC100756.1	0	0	0	0	0	0
GOLGA8S	0	1	0	1	0	0
RN7SL536P	0	0	0	0	0	0
AC100756.4	0	0	0	0	0	0
AC100756.2	0	0	0	0	0	0
GOLGA6L2	2	1	1	1	1	1
MIR4508	0	0	0	0	0	0
MKRN3	49	65	82	57	77	88
AC126407.1	0	0	0	0	0	0
MAGEL2	0	0	0	0	0	0
NDN	0	0	0	0	0	0
AC087490.1	0	0	0	0	0	0
RNU6-741P	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0
PWRN1	0	0	0	0	0	1
PWRN2	0	0	0	0	0	0
AC087463.1	0	0	0	0	0	0
AC087463.2	0	0	0	0	0	0
AC087463.3	0	0	0	0	0	0
AC090983.2	0	0	0	0	0	0
NPAP1	0	0	0	0	0	0
SNRPN	0	0	0	0	0	0
AC090983.1	0	0	0	0	0	0
RPL5P1	4	10	3	5	3	2
AC090602.1	0	0	1	0	0	0
SNURF	0	0	0	0	0	0
AC124312.1	0	0	0	0	0	0
SNHG14	2	0	0	1	0	3
SNORD107	0	0	0	0	0	0
PWAR5	0	0	0	0	0	0
SNORD64	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0
AC124312.2	0	0	0	0	0	0
SNORD109A	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0
SNORD116-2	0	0	0	0	0	0
SNORD116-3	0	0	0	0	0	0
SNORD116-4	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	0
SNORD116-7	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	0
SNORD116-9	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0
SNORD116-11	0	0	0	0	0	0
SNORD116-12	0	0	0	0	0	0
SNORD116-13	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0
SNORD116-15	0	0	0	0	0	0
SNORD116-16	0	0	0	0	0	0
SNORD116-17	0	0	0	0	0	0
SNORD116-18	0	0	0	0	0	0
SNORD116-19	0	0	0	0	0	0
AC124312.3	0	0	0	0	0	0
SNORD116-20	0	0	0	0	0	0
SNORD116-21	0	0	0	0	0	0
SNORD116-22	0	0	0	0	0	0
SNORD116-23	0	0	0	0	0	0
AC124312.5	0	0	0	0	0	0
AC124312.4	0	0	0	0	0	0
SNORD116-24	0	0	0	0	0	0
SNORD116-25	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0
SNORD116-27	0	0	0	0	0	0
SNORD116-28	0	0	0	0	0	0
SNORD116-29	0	0	0	0	0	0
SNORD116-30	0	0	0	0	0	0
PWAR1	0	0	0	0	0	1
AC124303.1	0	0	0	0	0	0
DMAC1P1	0	0	0	0	0	0
SNORD115-1	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0
SNORD115-12	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0
SNORD115-15	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0
AC124303.2	0	0	0	0	0	0
SNORD115-45	0	0	0	0	0	0
SNORD115-46	0	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0
UBE3A	1623	1549	2178	2091	1946	2280
AC100774.1	0	0	0	1	1	1
LINC02250	0	0	0	0	0	0
AC023449.1	0	0	0	0	0	0
ATP10A	0	0	0	0	0	0
RNA5SP390	0	0	0	0	0	0
MIR4715	0	0	0	0	0	0
AC016266.1	0	0	0	0	0	0
LINC02346	0	0	0	0	1	0
AC044913.2	0	0	0	0	0	0
AC044913.1	0	0	0	0	0	0
AC100836.1	0	0	0	0	0	0
LINC00929	0	0	0	0	0	0
AC012060.1	0	0	0	0	0	0
LINC02248	0	0	0	0	0	0
AC009878.2	0	0	0	1	0	0
GABRB3	0	0	1	0	1	1
AC009878.1	0	0	0	0	0	0
AC011196.1	0	0	0	0	0	0
AC135999.1	0	0	0	0	0	0
GABRA5	0	0	0	0	0	0
TVP23BP1	0	0	0	0	0	0
GABRG3	0	0	0	0	0	0
GABRG3-AS1	0	0	0	0	0	0
AC136896.1	0	0	0	0	0	0
RNA5SP391	0	0	0	0	0	0
SERPINE4P	0	0	0	0	0	0
AC144833.1	0	0	0	0	0	0
AC104002.1	0	0	0	0	0	0
AC104002.2	0	0	0	0	0	0
AC104002.3	0	0	0	0	0	0
AC021979.1	0	0	0	0	0	0
AC021979.3	0	0	0	0	0	0
AC021979.2	0	0	0	0	0	0
OCA2	1	1	0	0	0	0
AC090696.1	0	0	0	0	0	0
RPL5P32	0	0	0	0	0	0
HERC2	1623	1705	1682	1599	2131	2192
RPL41P2	6	2	4	1	7	4
AC091304.3	0	1	0	1	0	0
AC091304.5	0	0	0	0	0	0
AC091304.1	0	0	0	0	0	0
AC091304.4	0	0	0	0	0	0
GOLGA8F	0	0	0	0	0	0
RN7SL238P	0	0	0	0	0	0
ABCB10P3	0	0	0	0	0	0
AC091304.9	0	0	0	0	0	0
AC091304.6	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0
AC091304.10	0	0	0	0	0	0
AC091304.2	0	0	0	0	0	0
AC138749.4	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0
AC138749.5	0	0	0	0	0	0
ABCB10P4	0	0	0	0	0	0
GOLGA8G	0	0	0	0	0	0
AC138749.9	0	0	0	0	0	0
AC138749.3	0	0	0	0	0	0
AC138749.1	0	0	0	0	0	0
AC138749.2	0	0	0	0	0	0
HERC2P11	1	0	4	1	0	0
HERC2P9	82	91	80	96	92	133
AC055876.2	0	0	0	0	0	1
GOLGA8M_1	1	2	1	2	1	0
RN7SL719P	0	0	0	0	0	0
GOLGA8M_2	1	0	0	1	0	0
WHAMMP2	22	22	24	15	15	24
AC055876.4	0	0	0	0	0	0
AC055876.1	0	0	0	0	0	0
AC055876.3	0	0	0	0	0	0
PDCD6IPP2	4	0	6	2	4	5
AC055876.5	0	0	0	0	0	0
GOLGA6L7	0	0	1	0	0	1
AC174071.1	0	0	0	0	0	0
AC174469.1	0	0	0	0	0	0
APBA2	14	20	5	4	3	1
AC127522.1	0	0	0	0	0	0
FAM189A1	6	8	1	1	0	1
AC061965.2	0	0	0	0	0	1
AC061965.1	0	0	0	0	0	0
NSMCE3	240	249	248	296	271	331
AC107980.1	0	0	0	0	0	0
AC102941.1	0	0	0	0	0	0
TUBBP8	0	0	0	0	0	0
AC102941.2	0	0	0	0	0	1
AC022613.1	0	0	1	2	0	0
TJP1	2659	2808	2966	2827	2167	2288
AC022613.3	0	3	1	1	4	6
HMGN2P5	28	33	26	26	45	39
AC022613.2	4	4	0	2	1	6
NCAPGP2	0	0	0	3	3	0
AC111152.2	0	0	0	0	0	0
AC111152.3	0	1	0	1	0	0
AC111152.1	0	0	0	0	0	0
GOLGA8J	3	2	2	0	2	1
RN7SL673P	0	0	0	0	0	0
DNM1P28	1	1	0	0	0	0
ULK4P3	4	0	1	4	4	2
AC120045.1	0	0	0	0	0	0
GOLGA8T	9	6	4	4	5	1
RN7SL469P	0	0	0	0	0	0
DNM1P30	0	0	0	0	0	0
AC120045.3	0	0	0	0	0	0
AC120045.2	0	0	0	0	0	0
LINC02249	0	0	0	0	0	0
AC135731.1	0	0	0	0	0	0
RNU6-17P	0	0	0	0	0	0
AC135731.2	0	0	0	0	0	0
AC019322.6	0	0	1	0	1	0
AC019322.2	0	0	0	0	0	0
CHRFAM7A	12	14	8	5	9	4
AC019322.3	5	9	4	0	1	2
AC019322.1	0	0	0	0	0	0
AC019322.5	0	0	0	0	0	1
GOLGA8R	5	2	1	1	0	4
RN7SL196P	0	0	0	0	0	0
AC019322.4	0	0	0	0	0	0
AC127502.1	8	5	18	8	19	27
AC127502.2	10	12	25	25	34	35
AC127502.3	1	0	0	0	2	0
AC026150.3	0	0	0	1	0	1
AC026150.2	6	3	1	1	5	2
GOLGA8Q	8	5	4	3	7	2
RN7SL796P	0	0	0	0	0	0
DNM1P50	0	0	0	0	1	0
ULK4P2	6	2	2	12	6	3
AC026150.1	0	0	0	0	0	0
GOLGA8H	16	5	24	21	21	16
AC026150.4	2	3	1	1	1	0
RN7SL628P	0	0	1	0	0	0
AC091057.4	1	1	5	0	2	2
AC091057.3	28	18	13	15	28	28
ARHGAP11B_1	46	41	201	174	192	224
ARHGAP11B_2	43	34	176	154	167	193
AC091057.6	16	9	49	46	43	61
AC091057.1	80	74	349	286	370	376
AC091057.2	1	0	0	0	2	0
AC091057.5	8	5	33	33	35	46
GOLGA8UP	0	2	1	5	3	5
RN7SL82P	0	0	0	0	0	0
HERC2P10	6	1	4	1	4	7
AC087481.1	0	0	0	0	0	0
FAN1	284	342	412	365	423	478
AC087481.2	2	0	1	1	1	3
MTMR10	331	363	296	339	328	360
RNU6-466P	0	0	0	0	0	0
AC009562.1	0	0	0	0	0	0
TRPM1	2	2	0	0	0	0
MIR211	0	0	0	0	0	0
LINC02352	10	9	5	12	23	12
AC012236.1	8	3	1	0	1	2
KLF13	1576	1564	1236	1177	1306	1338
UBE2CP4	0	0	0	0	0	0
AC104759.1	0	0	0	0	0	0
OTUD7A	32	48	21	28	28	44
AC026951.1	2	4	8	7	4	10
AC026951.2	0	0	0	0	0	0
CHRNA7	69	46	49	40	58	58
AC079969.1	0	0	0	0	0	0
AC068448.1	0	0	0	0	0	0
AC068448.2	0	0	0	0	0	0
AC139426.3	0	0	0	0	0	0
RNU6-18P	0	0	0	0	0	0
AC139426.1	0	1	0	0	0	0
AC139426.2	0	0	0	0	0	0
DNM1P31	0	0	0	0	0	0
GOLGA8K	10	14	23	13	14	16
RN7SL185P	0	0	1	0	1	1
AC135983.2	8	6	12	9	18	14
ULK4P1	6	4	9	6	16	9
AC135983.1	0	0	0	1	0	0
DNM1P32	0	0	0	0	0	0
GOLGA8O	14	19	4	4	10	12
RN7SL539P	0	0	0	0	0	0
AC135983.6	0	1	0	0	0	0
AC135983.5	0	0	0	0	1	0
AC135983.4	1	3	3	0	1	7
AC135983.3	26	22	44	31	31	68
LINC02256	13	5	6	2	2	6
AC123768.4	1	3	0	2	0	2
AC123768.3	6	23	11	14	8	26
GOLGA8N	19	24	22	11	12	28
RN7SL286P	0	0	0	0	0	0
AC123768.2	1	0	0	0	0	0
ARHGAP11A	517	555	2874	2802	2663	3214
AC123768.5	0	0	0	0	1	0
SCG5	3	2	17	16	20	30
AC123768.1	0	0	0	0	0	0
AC090877.2	0	0	0	0	0	0
GREM1	1	0	1	0	0	0
FMN1	38	23	19	11	19	26
AC090877.1	0	0	0	0	0	0
AC018515.1	0	0	0	0	0	0
HNRNPA1P71	0	0	0	0	0	0
AC019278.1	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0
AC055874.1	0	0	0	0	0	0
RYR3	0	2	1	1	0	1
AC087638.1	0	0	0	0	0	0
AC010809.3	0	0	0	2	0	0
AC010809.2	9	3	3	3	7	4
AC010809.1	4	7	2	3	3	4
AVEN	71	75	79	74	72	100
CHRM5	0	0	0	0	0	1
AC009268.2	1	0	0	0	1	1
AC009268.3	0	0	0	0	0	0
AC009268.1	0	0	0	0	0	0
EMC7	299	303	411	397	425	468
AC079203.1	2	0	0	0	0	0
PGBD4	34	37	39	41	43	48
KATNBL1	449	400	661	710	579	653
EMC4	715	723	922	913	985	1179
SLC12A6	764	720	686	741	722	777
AC079203.2	0	0	0	0	1	0
AC021822.1	0	0	0	0	0	0
NOP10	680	695	1129	1108	1113	1176
NUTM1	0	0	1	0	1	4
LPCAT4	399	341	332	364	410	460
ACTG1P15	0	0	0	0	0	1
GOLGA8A	318	274	372	352	406	451
MIR1233-1	0	0	0	0	0	0
AC025678.1	0	0	0	0	0	0
AC025678.2	0	0	0	0	0	0
AC025678.3	4	2	14	6	6	10
HNRNPLP2	79	67	119	119	155	164
FSCN1P1	4	0	3	1	3	2
AC027139.2	0	0	0	0	0	0
GOLGA8B	419	376	447	432	363	391
MIR1233-2	0	0	0	0	0	0
AC027139.1	0	0	0	0	0	0
AC100834.1	0	0	0	0	0	0
LINC02252	0	0	0	0	0	0
AC100834.2	0	0	0	0	0	0
GJD2	0	0	0	0	0	0
AC087457.1	0	0	0	0	0	0
ACTC1	0	3	0	0	0	1
AC018868.2	1	0	0	0	0	2
AQR	852	914	850	757	980	1016
AC018868.1	0	1	0	1	0	1
ZNF770	1307	1375	1968	1929	1697	2245
AC114546.3	1	0	1	0	0	0
AC114546.1	0	0	0	0	0	0
AC114546.4	0	0	0	0	0	0
AC114546.2	0	0	0	0	0	0
AC021231.3	0	0	0	0	0	0
NANOGP8	0	0	0	0	0	0
AC021231.2	0	0	0	0	0	0
AC021231.1	1	1	0	0	1	0
PRELID1P4	1	3	0	2	2	0
ANP32AP1	2	6	3	8	6	4
DPH6	121	92	135	166	152	170
NUTF2P6	0	0	0	0	0	0
RBM17P4	0	0	1	1	0	0
MIR3942	0	0	2	2	1	2
AC019288.1	0	0	0	0	0	0
HNRNPA1P45	0	0	0	0	0	0
DPH6-DT	1	2	2	2	1	2
AC068867.1	0	0	0	0	0	0
LINC02853	0	1	0	0	0	0
MIR4510	0	0	0	0	0	0
AC021351.1	0	0	0	0	0	0
AC087516.1	0	0	0	0	0	0
AC087516.2	0	1	0	0	0	1
COX6CP4	0	0	1	0	0	0
C15orf41	150	113	200	200	166	215
AC103988.1	0	0	0	2	1	0
LARP4P	1	2	5	3	6	5
TPST2P1	0	0	0	0	0	0
AC013640.1	0	0	0	0	0	0
CSNK1A1P1	0	0	1	1	1	0
AC018563.1	0	0	0	0	0	0
AC018563.2	0	0	0	0	0	0
MEIS2	186	201	243	202	214	232
MIR8063	0	0	0	0	0	0
AC069483.1	0	0	0	0	0	0
AC078909.1	1	0	0	0	0	1
AC078909.2	0	1	0	0	2	0
AC087283.2	0	0	0	0	0	0
AC087283.1	1	0	0	0	0	0
AC068875.1	0	0	0	0	0	0
AC016304.1	0	0	0	0	0	0
TMCO5A	0	0	0	0	0	0
LINC02345	0	0	0	0	0	0
LINC01852	11	8	9	7	8	12
AC087473.1	0	0	0	0	0	0
SPRED1	312	273	867	907	876	1215
FAM98B	1092	1211	1338	1281	1216	1563
AC109631.1	0	0	0	0	0	0
RASGRP1	49	38	21	24	17	15
AC116158.3	11	6	13	10	13	13
AC116158.1	2	5	3	7	7	8
AC116158.2	0	0	0	0	0	0
LINC02694	1	1	0	0	0	0
AC022929.1	0	0	0	0	0	0
AC022929.2	0	0	0	0	0	0
AC013652.1	0	0	0	0	0	0
AC087878.1	0	0	0	0	0	0
AC113146.1	0	0	0	0	0	0
C15orf54	0	0	0	0	0	0
AC013652.2	0	0	0	0	0	0
AC109630.1	0	0	0	0	0	1
AC022196.1	0	0	0	0	0	0
THBS1	825	889	144	119	124	136
AC037198.1	2	0	0	0	0	1
AC037198.2	0	0	0	0	0	0
FSIP1	17	16	8	13	6	7
AC023908.2	9	10	3	4	7	2
AC023908.3	7	7	3	1	8	4
GPR176	34	27	48	48	38	17
AC023908.1	0	0	0	0	0	0
GPR176-DT	1	0	4	1	2	2
AC012377.1	0	0	0	0	0	0
EIF2AK4	1464	1397	1322	1281	1445	1560
H3P38	0	0	0	0	0	0
SRP14	2307	2307	1800	1694	2003	2254
SRP14-AS1	99	110	75	98	93	110
AC021755.2	0	0	0	0	0	0
AC021755.3	1	2	3	0	1	2
BMF	807	771	38	37	34	46
BMF-AS1	2	0	0	0	0	0
AC021755.1	0	0	0	0	0	0
BUB1B	417	371	2037	2050	1867	2303
PAK6	348	307	416	383	452	481
BUB1B-PAK6	109	87	294	280	293	328
AC020658.4	0	0	2	0	4	3
AC020658.3	0	1	1	7	2	2
AC020658.7	0	0	0	0	0	2
C15orf56	5	8	6	6	11	8
AC020658.6	4	1	1	0	2	3
PLCB2	30	35	16	12	14	20
ANKRD63	13	3	0	1	2	4
AC020658.5	3	2	0	2	2	0
PLCB2-AS1	0	0	0	0	0	0
AC020658.1	0	1	0	0	0	0
AC020658.2	0	0	0	1	0	0
INAFM2	64	55	144	163	138	185
CCDC9B	233	239	87	96	115	107
RNA5SP392	12	12	7	5	8	8
PHGR1	0	3	0	0	0	0
DISP2	122	121	63	58	91	73
AC013356.4	0	0	0	0	0	0
KNSTRN	232	224	946	949	1074	1152
IVD	993	1051	602	585	837	773
BAHD1	538	508	559	546	591	582
AC013356.3	1	0	0	0	0	0
AC013356.2	0	0	0	0	0	0
CHST14	131	128	125	123	207	184
AC013356.1	0	0	1	0	2	0
AC091045.2	0	0	1	0	1	1
CCDC32	265	277	256	255	297	344
RNU6-516P	0	0	0	0	0	0
RPUSD2	177	210	182	177	239	285
AC091045.1	0	0	1	5	0	2
KNL1	333	309	1808	1787	1647	1958
RN7SL376P	0	0	0	0	0	0
AC022405.1	0	0	2	6	1	4
RAD51-AS1	59	72	46	51	74	66
RAD51	26	43	220	231	234	275
RMDN3	111	114	311	293	337	349
SUMO2P15	0	0	0	0	0	1
GCHFR	11	2	4	8	10	5
DNAJC17	104	122	146	117	185	204
C15orf62	1	0	0	0	1	1
ZFYVE19	212	230	219	242	341	368
PPP1R14D	0	0	0	0	0	0
SPINT1-AS1	71	79	74	58	100	94
SPINT1	1128	1215	1173	1176	1471	1511
RHOV	56	64	56	51	62	71
AC025166.1	1	5	3	2	2	5
VPS18	428	471	294	271	311	291
AC020661.1	23	41	6	9	10	9
DLL4	18	18	12	6	27	25
ISCA1P4	3	0	3	2	5	3
CHAC1	26	14	488	518	739	545
INO80	641	664	1046	995	1050	963
AC020661.3	0	0	1	0	0	0
AC020661.2	0	0	0	0	1	0
INO80-AS1	0	0	0	0	0	0
AC020661.4	1	0	2	0	1	1
CYCSP2	0	0	0	0	0	0
AC021753.1	0	0	0	0	0	0
FAM92A1P1	154	119	183	183	187	197
EXD1	1	0	0	0	2	2
RN7SL497P	0	0	0	0	0	0
CHP1	2588	2561	1636	1828	2184	2236
OIP5-AS1	2523	2478	2364	2529	2340	2896
AC087721.2	780	835	2858	2885	2724	3406
OIP5	77	74	260	257	292	373
NUSAP1	542	622	2563	2572	2401	3025
AC087721.1	0	1	2	1	1	1
NDUFAF1	171	178	204	152	182	239
RTF1	904	956	713	644	773	933
RNU6-1169P	0	0	0	0	0	0
ITPKA	43	24	84	70	105	96
LTK	206	168	78	84	107	85
RPAP1	347	365	375	319	475	576
ELOCP2	17	25	29	30	24	31
TYRO3	413	411	603	589	629	755
AC016134.1	0	0	0	0	0	1
MGA	989	1071	1046	973	983	1130
MIR626	0	0	0	0	0	0
AC073657.2	0	0	0	0	0	0
AC073657.1	0	0	0	0	0	0
MAPKBP1	404	411	335	346	417	407
AC020659.2	0	0	0	0	1	0
JMJD7	96	112	73	86	113	88
JMJD7-PLA2G4B	235	232	135	148	208	192
PLA2G4B	121	103	63	57	83	88
SPTBN5	21	28	3	7	15	17
RNA5SP393	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0
AC020659.1	6	1	0	0	3	0
EHD4	633	623	1290	1272	1041	1132
AC039056.2	1	2	1	2	2	1
EHD4-AS1	0	0	0	0	0	0
PLA2G4E-AS1	1	1	1	2	1	2
PLA2G4E	0	0	0	0	0	0
AC039056.1	0	0	0	0	0	0
PLA2G4D	25	35	0	1	5	4
PLA2G4F	8	11	0	0	1	0
VPS39	973	979	623	550	773	809
MIR627	0	2	0	0	0	0
AC036103.1	0	0	0	0	0	0
TMEM87A	863	851	642	684	787	792
GANC	246	219	148	157	181	217
BNIP3P5	7	3	5	2	6	4
AC012651.1	55	63	34	27	26	43
CAPN3	54	54	23	20	24	48
ZNF106	1049	1102	1088	1080	1290	1383
RNU6-188P	0	0	0	0	1	0
SNAP23	826	764	561	572	510	615
AC018362.1	6	2	5	1	1	6
AC018362.3	88	102	118	110	122	128
LRRC57	319	319	351	362	316	350
HAUS2	376	367	790	789	640	838
AC018362.2	0	0	0	0	0	0
MYL12BP1	1	13	10	9	6	6
