geneNames	baseMean.cobi	log2FoldChange.cobi	padj.cobi	baseMean.tnf	log2FoldChange.tnf	padj.tnf	bubbleSize
CAPZA1	4453.49033421887	-0.0721651335353976	0.419191510235983	4453.49033421887	0.35229969219633	2.61448622431194e-06	1
LARP7	1023.27983333257	-0.0983299354081062	0.41919994315246	1023.27983333257	0.172864136042666	0.150969193290389	1
MTMR11	208.706497130157	0.17724979684811	0.419421413767755	208.706497130157	-0.248740985291686	0.200510432055716	1
PREB	653.119167343308	-0.121009177633308	0.419432023496143	653.119167343308	-0.104274700034697	0.53752033105069	1
HSD11B1L	34.9835764818336	-0.276377441338486	0.420035961631204	34.9835764818336	-0.20637585567861	0.21720117958865	1
LAG3	18.6712519359663	-0.276849949923647	0.420208826485271	18.6712519359663	-0.0253499128060596	0.87022320993953	1
RAC2	658.8847915839	-0.11306336393937	0.420243840169072	658.8847915839	0.16481227632871	0.241141200678209	1
MRPS31P5	79.5364671090939	-0.238564080358279	0.420592017078446	79.5364671090939	-0.0162684761084515	0.950651029078601	1
SIX1	53.2082993708321	0.263611093916221	0.420592017078446	53.2082993708321	-0.0195309765232285	0.93192718011291	1
RPL13AP5	555.306070294825	0.120197506326879	0.420652314923482	555.306070294825	-0.194248926193163	0.188424592517708	1
AC009163.3	35.8603226167491	-0.275170689973508	0.420699408389052	35.8603226167491	-0.071888811329388	0.67652031957788	1
RPAP3	568.508362350701	-0.12102174800907	0.420699408389052	568.508362350701	-0.140995721678694	0.369691025362549	1
UBE2Q2P1	37.6012965907184	0.275049077989573	0.420699408389052	37.6012965907184	-0.000395043147883452	0.998076778024557	1
ULBP3	362.022512158858	-0.140190296493531	0.420947055918071	362.022512158858	-0.279302689837284	0.0839009910317888	1
KLHL28	279.355284962006	0.164747170711361	0.421029973072658	279.355284962006	0.128149738408767	0.517460538857587	1
PRKACB	2444.02938347243	-0.078193098939221	0.421033355028251	2444.02938347243	-0.669051910534587	4.8651911474017e-17	1
C11orf65	20.3855072432564	0.280066975058723	0.421219248845536	20.3855072432564	0.0368391198509935	0.806488832713546	1
SEPTIN2	5901.92546829473	0.0623622358003715	0.421307049266752	5901.92546829473	0.0837107972494033	0.373237183110191	1
ZNF200	133.487883706737	-0.205452023431646	0.421555020118831	133.487883706737	0.0399605724294673	0.877260587504428	1
DYRK4	175.006827545612	0.183802036670271	0.422062522688598	175.006827545612	-0.156408102370668	0.441633576733707	1
STK19	94.8405695870152	0.234426127603721	0.422062522688598	94.8405695870152	0.0379362823252988	0.878110046476327	1
CHKB-DT	46.6265702786327	0.266716642821692	0.422493241747691	46.6265702786327	-0.0422329022959562	0.836022119446741	1
FO393411.1	48.003346501545	0.269880332325418	0.422739709635784	48.003346501545	0.0946781156891849	0.590274328100799	1
PPT1	770.134546111248	-0.109172388366605	0.422739709635784	770.134546111248	-0.0310181310093615	0.880537192650432	1
ZNF324	82.1228421557979	0.239880495087981	0.422739709635784	82.1228421557979	-0.0559383213681149	0.799498714089736	1
BBX	2331.45177520376	0.0869947182540922	0.423016606699651	2331.45177520376	0.0615183207499532	0.673495518976789	1
BTBD10	402.341590895797	-0.142362984549268	0.423150582961314	402.341590895797	0.449418194519878	0.00385303015786464	1
CEP41	196.682562438542	-0.179079002878728	0.423229426899371	196.682562438542	-0.0759014809254725	0.737795165532277	1
NIPBL	1576.40364311663	-0.0819340687943017	0.423247281825395	1576.40364311663	0.0125222608389403	0.945473740069471	1
FBXO36	153.578804630225	-0.196392954153149	0.423558063261931	153.578804630225	0.034579836312052	0.896662532724602	1
ZNF114	76.3335097393792	-0.240229051664791	0.423642717571275	76.3335097393792	-0.0818680091821735	0.695288244657552	1
MIR4657	23.3288842684356	0.280135576300199	0.423746342813183	23.3288842684356	-0.0254913952115333	0.879284922730065	1
ZNF280B	165.550701188688	-0.19020715415256	0.424197708577159	165.550701188688	-0.0505298225309093	0.837206841734498	1
NADK2	388.768586420037	0.15106708423855	0.424201112595634	388.768586420037	0.00436582894816501	0.988380598652669	1
STIM2	667.169829030704	-0.111209044198628	0.424234294945635	667.169829030704	-0.140287220227884	0.338913819543984	1
AL137127.1	131.869798520907	-0.209367476749355	0.424728283358887	131.869798520907	0.0700177735406006	0.760146412739552	1
KIAA0753	277.041201699105	-0.156317792023469	0.424932270691052	277.041201699105	-0.133581981533185	0.488567604009205	1
CD8A	20.5080574668787	0.278319547532811	0.425143811616026	20.5080574668787	-0.0424329328079151	0.76428658322079	1
BLOC1S3	129.884605461363	0.206662845398009	0.425357900472215	129.884605461363	-0.100465023743386	0.641356439148928	1
C7orf31	35.7474896738247	0.273906483511714	0.425493732870447	35.7474896738247	-0.0108098707839401	0.959665427494272	1
BCL2L2-PABPN1	1417.74251849299	-0.0842908110544458	0.425897197854212	1417.74251849299	0.0159769991728917	0.930651471622782	1
HSPBAP1	83.4123719427436	-0.233899271995932	0.425897197854212	83.4123719427436	0.033568542755803	0.893933445732398	1
NEURL1B	238.429733373881	-0.164082631655118	0.425897197854212	238.429733373881	-0.120305071981922	0.54874593681637	1
KIZ	176.343237730211	0.189101367538368	0.425898979260778	176.343237730211	-0.128296740975071	0.535841329671057	1
AOC3	39.4694573869887	-0.274068652766266	0.426191536590493	39.4694573869887	0.10425590885124	0.532827776311466	1
YIF1A	313.14387071448	-0.15149950904345	0.426580079879716	313.14387071448	0.179437128556613	0.317334930988063	1
WASH2P	70.5895800473817	0.249070993248112	0.426746680840558	70.5895800473817	-0.0238098612079457	0.919633853513088	1
EXOC3-AS1	27.0010529648249	0.277677376408394	0.426764035677152	27.0010529648249	-0.00941544109999	0.962298407494813	1
TWNK	681.941472285256	-0.111413237802681	0.426764035677152	681.941472285256	0.382116441120718	0.00144307915975377	1
TMEM251	106.21975108933	-0.217318010622621	0.427362290202572	106.21975108933	0.0641244585998376	0.781889519318608	1
SLC39A13	165.150960592656	0.19025532100413	0.427664334677625	165.150960592656	-0.0684305739545689	0.769449665248438	1
SSH2	466.736924637861	-0.130380906777984	0.427664334677625	466.736924637861	0.0719296670558039	0.716768023586016	1
AC011448.1	1257.99104057692	0.0872234707812904	0.427678755454939	1257.99104057692	-0.16082395248463	0.150033516888332	1
ATOX1	146.990896470939	-0.200001110629226	0.427678755454939	146.990896470939	0.231126309011912	0.258542731250444	1
FRA10AC1	396.807305076679	-0.147617016839384	0.427798712389222	396.807305076679	0.0765154383237399	0.716793996480335	1
RPS27AP16	377.590760778706	0.144309148541211	0.427798712389222	377.590760778706	0.299615236359553	0.0690985336959043	1
ZNF791	504.340361713435	0.124710919401744	0.42813538662027	504.340361713435	-0.0575867146612101	0.776884279001782	1
BOLA2-SMG1P6	176.760956554955	-0.18220797338305	0.428271325237709	176.760956554955	0.0931834557205552	0.669386870407285	1
PTP4A1	3936.42446467607	0.071355896833391	0.428300141096781	3936.42446467607	-0.0409776986528629	0.745486598499537	1
AC008429.2	22.5156204496442	-0.274037153518654	0.4285992209669	22.5156204496442	0.0360404900052913	0.821418520856573	1
PTGES3L	18.8510149144307	-0.272932979692458	0.42874306531875	18.8510149144307	-0.0152653323635522	0.927796762495778	1
HELB	147.264183190585	0.200973567663782	0.428952514006842	147.264183190585	0.346303721422294	0.110786089970022	1
PDP1	15428.035204087	-0.0567057822567859	0.428952514006842	15428.035204087	0.0954101240497436	0.249065530824594	1
ZNF341	72.9718408606169	0.244053688349585	0.428952514006842	72.9718408606169	-0.00235172540138473	0.991484876683752	1
ZBTB22	235.737682629921	0.165254329102307	0.428956971415054	235.737682629921	0.0752849168835481	0.733841647326622	1
ZNF45	226.798032566827	0.168700136571769	0.429606092065341	226.798032566827	-0.110025172629171	0.597336214220811	1
ENSAP2	52.0344348568407	-0.256585295010972	0.430159505842377	52.0344348568407	-0.0517858077920189	0.801153551976157	1
SCYL2	972.809265369262	0.0980582534089988	0.430256712088795	972.809265369262	0.176541243460432	0.149488261535364	1
AL117327.1	18.5654828250322	0.272657534254202	0.430311187888253	18.5654828250322	0.0589235223894221	0.654551336716681	1
ERCC3	793.498206859268	0.104017559355966	0.430411498861559	793.498206859268	-0.0605046647646222	0.732255920031377	1
NOD2	116.336987680613	0.216929379015434	0.430411498861559	116.336987680613	0.305622656639264	0.165643148506877	1
EIF3L	5257.17617628093	-0.06677177166648	0.430743609483415	5257.17617628093	0.0440662040102242	0.721354052798079	1
IGLV5-52	33.9000959543257	0.271776119801875	0.431086400825815	33.9000959543257	-0.0722132335503442	0.656826715991755	1
OVCA2	344.463410698744	0.142545217467496	0.431196836782013	344.463410698744	0.0315724115261385	0.899970006899699	1
TRIM66	368.104391848399	0.138269430906916	0.431232901459581	368.104391848399	-0.431176924728097	0.00784889855907259	1
RNF10	1412.05737781181	0.0878077693414146	0.43133486770783	1412.05737781181	-0.0174874525234017	0.925317019333121	1
ZNF573	33.5422265745644	0.272380839574393	0.431369873850658	33.5422265745644	0.0129076223233871	0.951565779996989	1
TMEM203	453.05579092108	-0.136822873809829	0.432364500925283	453.05579092108	0.0171247375328857	0.947595912075271	1
OMA1	247.767553507582	0.167424318651981	0.43274597159605	247.767553507582	0.0860193856540089	0.693591021458958	1
TEX22	233.724246387222	-0.167958883492178	0.432765334563531	233.724246387222	-0.0743694415181561	0.738744982682449	1
PITX2	117.174571257251	0.212310724015744	0.43344199238217	117.174571257251	-0.106464468821538	0.614948210715776	1
FP565260.1	129.841576394976	0.228035893846733	0.433603905867363	129.841576394976	0.617492175063095	0.0266683885685453	1
PPP1R12A	1306.52906886316	0.0924348732350571	0.433619475744128	1306.52906886316	0.00140010234051831	0.993667252643946	1
DEXI	283.535976719298	0.155119266472105	0.433635572646235	283.535976719298	-0.0142078797332816	0.958209292986019	1
LIN37	89.6376458808099	-0.226275614950291	0.433635572646235	89.6376458808099	-0.00450142423262013	0.987261474295755	1
GLT8D1	398.837761702654	-0.135655308123275	0.433760733930379	398.837761702654	0.0645820768025861	0.756746241339246	1
RBM7	491.656240190904	0.130500796628261	0.433951061967696	491.656240190904	0.237909372515499	0.123755343947448	1
MEX3B	35.5482316337496	0.271459172662623	0.434275217875386	35.5482316337496	-0.100789401105492	0.503717064257719	1
RICTOR	694.674065088751	-0.122482019891484	0.434298541090729	694.674065088751	0.210045346328253	0.156478068374552	1
AC068533.4	441.773391548065	-0.128610216633678	0.434720400789777	441.773391548065	0.156085566646119	0.337504164596726	1
MPZ	52.8269163793099	-0.253765268338526	0.435048008905718	52.8269163793099	-0.137459631400495	0.447175651385861	1
NPDC1	432.755117454189	0.137231934510862	0.435915263764133	432.755117454189	-0.0422777283901765	0.85542360244882	1
CYP1A1	44.6381261650811	0.263252093272227	0.43600176805995	44.6381261650811	-0.0891889014767796	0.60027772728649	1
LRRC47	574.632554842207	0.117994933622166	0.436043595430248	574.632554842207	-0.0576020391824479	0.771893404282567	1
FOXD2-AS1	38.4630553130887	-0.267827345002676	0.436043951114955	38.4630553130887	0.165220125984684	0.325031129851242	1
H3P1	21.2982501170306	0.269251419372163	0.436073754510289	21.2982501170306	0.0677246620978972	0.596452963632972	1
AC004967.1	71.5587161051834	-0.241793491653449	0.436166986858822	71.5587161051834	0.133776295284762	0.496622588703486	1
IMPAD1	1804.25819902777	-0.0977751834901625	0.436258406283932	1804.25819902777	0.0870285601639886	0.565994174366365	1
SOX18	24.8341123677555	0.272858597389899	0.436587036472137	24.8341123677555	-0.0525462694501133	0.725639915913052	1
CRYBB2P1	117.076646017708	-0.21302250690982	0.436730718938918	117.076646017708	0.00376182481803334	0.99335094359108	1
PHF8	493.570220780293	0.129343963916379	0.436730718938918	493.570220780293	-0.0143770865464104	0.954711371705208	1
AC006059.2	746.614081158453	-0.107922136235098	0.43680915047114	746.614081158453	0.22793660288388	0.077283309744091	1
MIR6084	38.8307475754477	0.269144707991399	0.437286600489028	38.8307475754477	0.0788199023787436	0.628793146749829	1
AC131160.1	582.077600919161	-0.116068314347681	0.437577416338471	582.077600919161	0.0698984361280873	0.70594611422136	1
AC012360.3	48.4766151530094	-0.259219115256576	0.437589117762946	48.4766151530094	0.0294665027936246	0.89534533985949	1
TMEM256-PLSCR3	570.793729920528	0.115553618108845	0.437671360273745	570.793729920528	-0.0808389823467031	0.657552441598018	1
PRKX	504.474351353945	0.122122237710239	0.437704149400252	504.474351353945	-0.0281126459862156	0.9038761873805	1
MAP4K1	19.5501504264864	0.269484601355601	0.438306885405058	19.5501504264864	-0.0446089207592236	0.741198574996844	1
TBC1D3P1-DHX40P1	107.450837622643	0.211014679783462	0.438345566826319	107.450837622643	-0.0574432192078104	0.805109733794799	1
VTI1A	1068.09496020437	-0.0936117921997419	0.438443130881056	1068.09496020437	0.117282430551598	0.363068396708291	1
WDFY3-AS2	52.9776477436329	0.250775495897282	0.438453609130751	52.9776477436329	-0.144605639616933	0.42015942440068	1
PDZD8	2054.62076139993	0.0782602341853902	0.438463131264438	2054.62076139993	0.157328575938963	0.115257169070671	1
RPS15P4	158.737751778768	-0.188418851636665	0.438584630237987	158.737751778768	-0.0264718145270811	0.918769675820882	1
SPRYD3	833.733130297708	-0.10062342685694	0.438757568236813	833.733130297708	0.118146968124706	0.408805628302744	1
RWDD4	162.391381472404	-0.187993498985021	0.438844529006037	162.391381472404	0.325829351336881	0.114344101774974	1
AKR7A2	596.191022466204	0.116177712205142	0.43998356659059	596.191022466204	-0.312152809043424	0.0243863719618047	1
AC005831.1	77.5616493715243	0.232141749882281	0.440282410863314	77.5616493715243	0.00841185208797436	0.977685834640126	1
JOSD2	176.352371294081	-0.189965440119846	0.440296332379816	176.352371294081	-0.0760405014366233	0.737592601229976	1
FHOD3	77.7297447138547	0.228725763266686	0.440421523381352	77.7297447138547	-0.177193094535874	0.369616572731914	1
RTN4RL2	212.143091661802	0.171727197111523	0.440433852995304	212.143091661802	-0.19727902902885	0.319620389444132	1
COX6B2	33.1857094951119	-0.266269265713189	0.440649938411452	33.1857094951119	-0.134347245419019	0.382959705655722	1
AC073896.1	1158.27924567104	-0.0946845330550348	0.440746822788342	1158.27924567104	0.134222310161192	0.299114410854265	1
AL162231.1	22.6510517082173	-0.268345274180058	0.440772844949347	22.6510517082173	-0.0969022434966143	0.460554161825994	1
CRLS1	438.335098513718	-0.135118316747996	0.440776958172932	438.335098513718	0.0696242819682207	0.737592601229976	1
TMUB2	310.516764827635	0.143655415307001	0.440805679319002	310.516764827635	-0.178317246407131	0.317582664238333	1
MUL1	354.207118643639	0.135459603973167	0.441049324595143	354.207118643639	0.0652449451176581	0.757191016027087	1
SNORD32A	20.7214886035856	-0.267011698762054	0.441140134887835	20.7214886035856	0.0185055248596779	0.915606455113736	1
NDUFB7	610.176588209047	-0.114614064502334	0.441182938840106	610.176588209047	-0.32525929698748	0.0167423832594808	1
RPL4P4	146.580025628289	0.193533117600368	0.441332745602323	146.580025628289	0.00733769805040857	0.980603874815363	1
PRDX6	2864.67969604471	0.0666719611917159	0.441776988751507	2864.67969604471	0.00338185788401621	0.988199283302408	1
RPL37	6435.81001921166	0.057113894354328	0.441776988751507	6435.81001921166	-0.000960150793314801	0.993985317046794	1
WDR35	233.334708797386	0.164715356432924	0.441776988751507	233.334708797386	0.207111641555544	0.276861391046901	1
ZNF616	164.512601594912	0.183353707116601	0.441776988751507	164.512601594912	-0.0248845240215816	0.924823777224236	1
AP4M1	183.720992976558	-0.177344245960697	0.442110746290217	183.720992976558	-0.119920851522422	0.565252674106128	1
RPL7P9	1199.33558248133	0.0877991783014621	0.442153585479991	1199.33558248133	0.0761641457274964	0.59536160567592	1
TPM2	2895.73257033804	-0.0695365285737328	0.442656686790414	2895.73257033804	-0.12723619501222	0.180820402025207	1
WDSUB1	138.392923009184	0.199289648943451	0.442686464140984	138.392923009184	-0.0170048268307716	0.950829672592138	1
GBAP1	27.7785877660527	0.268261820173098	0.442935931803901	27.7785877660527	-0.0994398511609171	0.484993061672906	1
SPATA2L	241.309472592268	-0.169670875435774	0.443302050390028	241.309472592268	0.0228992241928089	0.93260888765	1
C18orf32	544.756464739616	0.120072892290311	0.443359857817039	544.756464739616	0.0951751531871718	0.595072742385858	1
CXorf56	408.4899312651	-0.137708994468986	0.443602345312219	408.4899312651	0.0862290414847984	0.666861946730563	1
GABPB2	361.623916487155	-0.141300017747416	0.44376557723121	361.623916487155	-0.0547734554474802	0.803069959288755	1
NUDT7	58.2598208363301	0.243064345874208	0.44376557723121	58.2598208363301	-0.089109391362654	0.644357333577378	1
AC104563.1	27.532548403179	0.26811406713133	0.444087715139722	27.532548403179	0.0564439984396495	0.72626454834773	1
AC074386.1	50.8652519355904	-0.2535625995438	0.444358976009349	50.8652519355904	0.174464815568541	0.342840368254376	1
GAPDHP62	19.3819909716861	-0.262439008015566	0.444877952407248	19.3819909716861	-0.00242080317629128	0.988595013351625	1
C1orf53	23.3775519652835	0.268318548006709	0.444886576899076	23.3775519652835	-0.0783165126640238	0.562299238589857	1
GLDC	77.6060956306169	0.226980913143379	0.444886576899076	77.6060956306169	-0.276438846062971	0.200387143823555	1
TNRC18	2190.84094226093	-0.0885465851877275	0.445267749668253	2190.84094226093	-0.21453025410237	0.0400934617304232	1
AC244102.3	48.6802408132427	-0.252936543500823	0.445469831761084	48.6802408132427	-0.0586111602611386	0.76234168143902	1
LINC02163	33.2368487335545	0.264637073001207	0.445563735656061	33.2368487335545	0.0217417460700796	0.914525333590282	1
MCU	664.321223329341	-0.107631529051318	0.445671652104399	664.321223329341	-0.0266505780672637	0.908163171160845	1
RPS20	11514.7190376305	0.0523549506997314	0.446112452530263	11514.7190376305	-0.0512157136947799	0.574721930073289	1
SDHAP3	63.1816067850546	0.236450033074032	0.446392677092097	63.1816067850546	-0.20861648319521	0.286799603977643	1
RSU1	420.285677455595	0.126931024452784	0.446522579224234	420.285677455595	0.0272603129412893	0.910533748568347	1
DGCR6	84.6714629353775	-0.223690461825376	0.446933867643562	84.6714629353775	-0.017723992768944	0.945922048889073	1
PPFIBP2	45.5430873910637	0.255816800707765	0.446933867643562	45.5430873910637	-0.115509421510982	0.50358178407065	1
ALKBH3	242.778027990388	-0.166804915987887	0.44752189295889	242.778027990388	0.0831981026277345	0.707978426891068	1
PHF21A	645.794046989555	0.113613162640957	0.44752189295889	645.794046989555	-0.227163666498998	0.1099399232321	1
C1DP1	17.9054507800735	-0.26029772339849	0.447631874500252	17.9054507800735	-0.0210157226450995	0.895775087707303	1
ZNF808	206.167458408267	0.167754043929222	0.44782307342716	206.167458408267	0.0348354681631677	0.893933445732398	1
AASDHPPT	1028.6732785373	-0.0955433525258728	0.44804296301141	1028.6732785373	0.0901235557254899	0.535300116253951	1
XYLB	108.024381073466	-0.211160172676413	0.448157168396782	108.024381073466	-0.0072094896629766	0.980603874815363	1
ANTKMT	128.654222592646	-0.194803361096734	0.448425445219945	128.654222592646	-0.187244255180092	0.35794545751851	1
C2orf27A_2	49.9419112331985	0.247466842792612	0.448828770851232	49.9419112331985	-0.130699968529893	0.463003402611867	1
CALM3	5385.76711032078	-0.0590857935397522	0.448908816542383	5385.76711032078	-0.140422900831586	0.068361530839622	1
RAB2B	388.292502255255	0.130464088363386	0.448908816542383	388.292502255255	-0.00242235778956106	0.991484876683752	1
SNAP29	614.616634254498	0.115423478722576	0.448908816542383	614.616634254498	-0.158253607280061	0.306021997604967	1
AC243919.2	63.8048235188568	-0.241133882599142	0.448990051350971	63.8048235188568	0.00356838726902521	0.989795234230743	1
MAP2K2	1344.05648241736	0.0906921318564927	0.449104329383563	1344.05648241736	-0.0892901457766881	0.529330042893052	1
KIF5C	227.06253548967	0.159950546123721	0.449383483842072	227.06253548967	-0.210530168897005	0.269452586754702	1
RYR1	88.9774674977656	0.217644658617036	0.449429879220629	88.9774674977656	-0.127036629353112	0.529315608342939	1
FAM160A1	503.831377302061	0.120043604100677	0.44962642592128	503.831377302061	0.158779821080017	0.316450414339103	1
TRAK1	713.6936053682	0.103423649628467	0.44962642592128	713.6936053682	-0.0597744380839267	0.738378355165739	1
UPRT	208.22228121564	-0.184826760717474	0.44962642592128	208.22228121564	0.106146102924605	0.620504877871277	1
XIAP	1143.28788906438	-0.0962651300372492	0.449636495243998	1143.28788906438	0.514522125383468	7.0055312793251e-07	1
ATP2C2-AS1	30.9566633387614	-0.262131032723218	0.450009334922682	30.9566633387614	0.0694745424861486	0.640113461259223	1
SPTBN1	3717.90291727786	0.0628928001346866	0.450009334922682	3717.90291727786	0.0476819815209634	0.665075136084996	1
PGS1	311.732441130583	0.14576217161251	0.450356345871091	311.732441130583	0.0517601182668682	0.828284395016918	1
PTGES	262.840379637902	-0.152563299178867	0.450671795220783	262.840379637902	0.127039582166253	0.515540354029	1
CAPG	1282.42774609062	-0.085967144323051	0.450712523551584	1282.42774609062	-0.213666870639323	0.0475043905513161	1
SNORD14B	19.0685878573526	-0.258891234974083	0.450750717662347	19.0685878573526	-0.0233421018068166	0.881580189625737	1
USP30	167.253661784319	0.181886507104596	0.450750717662347	167.253661784319	-0.218942549991217	0.28066715654784	1
TNS2	180.776080065012	0.170233743039733	0.450905439596268	180.776080065012	-1.32529005283244	5.85900103305923e-09	1
ARL17A	57.5803928346568	-0.242163828467466	0.451786611342791	57.5803928346568	-0.102899928371654	0.587195002551629	1
PRR19	17.8250480186456	0.25889018385948	0.451787858493857	17.8250480186456	-0.00864700965351855	0.957595397128562	1
IFNAR1	759.9884090265	-0.10566440632577	0.451814139299578	759.9884090265	0.619374435160658	5.41736725254719e-08	1
SH3BP5-AS1	46.8602992995677	0.250125235533787	0.451839910623774	46.8602992995677	-0.0757902122683845	0.677666468217952	1
MED7	171.136200392585	0.178499712256897	0.45197762767923	171.136200392585	-0.0252837333365365	0.92409855182108	1
AL512625.1	35.6217080131868	-0.258937528825125	0.452064900448292	35.6217080131868	-0.145743404225277	0.353120900953272	1
SHOX2	196.786685528457	0.172070957336666	0.452262068393772	196.786685528457	0.00503104316977602	0.987261474295755	1
BAG5	735.88240102894	0.106984929775489	0.452346266374868	735.88240102894	0.2859521829539	0.0246354029691966	1
PNPLA3	228.204480983294	0.169256933507538	0.452420261779287	228.204480983294	0.192416247755075	0.32110916512091	1
ATP6V1E2	180.218086689801	-0.175916590430116	0.452799516557599	180.218086689801	0.0131441762853363	0.963241545044045	1
CAPRIN1	5807.823024386	-0.064543471298494	0.452815032156533	5807.823024386	-0.0471811331959059	0.696457687760198	1
COA8	231.495584661707	-0.160402406534714	0.452961640729618	231.495584661707	-0.03885655257639	0.877545715763038	1
HOXA11	98.1778759319538	-0.212952195090324	0.452961640729618	98.1778759319538	-0.0546025460362071	0.814736743222274	1
TLR1	47.9392786304369	0.252457954232421	0.452961640729618	47.9392786304369	-0.0934050382757544	0.590121817998239	1
KCND1	84.7055261920611	0.224035361942855	0.453044595107246	84.7055261920611	0.0362919575225383	0.882075140343941	1
SPRED3	39.2765977838935	0.25414549887222	0.453118476390011	39.2765977838935	-0.533060529181432	0.076888584473773	1
RAD9A	237.296732416913	-0.163228536989577	0.453239018304819	237.296732416913	-0.186760482696166	0.332996096142407	1
HYAL3	94.1752528749381	-0.217293666926951	0.453279490892095	94.1752528749381	0.326163013806852	0.149732246607532	1
POM121B	31.220875340752	0.262222240947357	0.453456348301202	31.220875340752	-0.0109070808124593	0.956430029310939	1
FAM118A	309.023086947161	-0.140745454848516	0.453676145798104	309.023086947161	-0.0962738443711372	0.630405283642573	1
AC016876.2	53.1608545819024	-0.243889319934645	0.45384245897731	53.1608545819024	-0.0690051598739159	0.727050350628578	1
ISG20	71.5060181473507	-0.233883508536045	0.454130311050023	71.5060181473507	0.262778657447402	0.217312183958675	1
STK25	961.497519444211	-0.0957515838246218	0.454130311050023	961.497519444211	-0.0819685531328825	0.59851602988816	1
ZNF567	101.807937387819	0.214138871116486	0.454268405291321	101.807937387819	0.0913742965144981	0.669232184446918	1
BRK1	1205.95442466629	-0.0864674198957792	0.4544568215491	1205.95442466629	0.0778635322884508	0.587813924638818	1
LRIG1	71.2853229509965	0.228273749156978	0.4544568215491	71.2853229509965	-0.142913290303206	0.460966355408295	1
BBOF1	86.8837532602161	0.234525800217143	0.454957020130808	86.8837532602161	0.0690301971976563	0.741527874599559	1
NETO2	199.251786561578	-0.171237843750785	0.455118316479944	199.251786561578	0.04593288406806	0.855472572382634	1
AL135905.2	3955.31564847838	0.0631643755771332	0.455533919606294	3955.31564847838	-0.0433657601514834	0.740699930818677	1
FBXL2	170.956757002886	-0.17684259476023	0.455533919606294	170.956757002886	0.00648826724585443	0.98378013083985	1
SH2B2	81.0920977798603	-0.220674146705408	0.45564327776994	81.0920977798603	-0.0930554063037135	0.644174684650018	1
FAHD2CP	84.1615205185051	-0.224789305457702	0.455815454815614	84.1615205185051	0.0578122882623966	0.797259080739734	1
DHX35	157.936451722416	-0.180674317149095	0.455897460274702	157.936451722416	-0.0575629318686709	0.809477001388404	1
CHRNB4	38.8539656732594	0.256318251700254	0.456211139865852	38.8539656732594	-0.0650452007269719	0.703191188680748	1
AQR	884.253127243701	0.0983709242765255	0.45632918330271	884.253127243701	-0.0201447754369485	0.923435497594225	1
LCLAT1	640.263612895119	-0.106082781134322	0.456420850930484	640.263612895119	-0.0264656551171338	0.909757566129033	1
PKIG	198.306994339978	0.169508144008576	0.456422921325668	198.306994339978	-0.248923125875604	0.210472302758728	1
COPS2	2033.51791881634	-0.0863430952870973	0.456536680737009	2033.51791881634	0.212622177212726	0.0498156070399998	1
AC012615.1	28.4075988846544	-0.258450266031369	0.456601074110865	28.4075988846544	0.00491829115155063	0.983327213106995	1
VPS36	852.881032682023	0.105602756372631	0.456962856494435	852.881032682023	0.0546933190677563	0.765776251684546	1
C11orf71	53.8107484353728	0.242526410384916	0.456994898578242	53.8107484353728	-0.0145229519828639	0.951565779996989	1
ANKS6	572.057680853975	0.111304401189791	0.457229253642451	572.057680853975	-0.0619016809558236	0.751315419892125	1
SNX17	997.579389750291	-0.0946781190400414	0.457229253642451	997.579389750291	-0.0536798312038227	0.746668947908666	1
MECR	273.180074812783	-0.148881819959047	0.457276929377367	273.180074812783	-0.0492725444123334	0.836628457860087	1
HMGN1P38	53.6221775510585	-0.241952138405668	0.457521043936415	53.6221775510585	-0.0859545598390594	0.652185139640395	1
PFKL	1961.84158976769	0.0758253797140451	0.457521043936415	1961.84158976769	-0.274968380304983	0.00223466576785147	1
OGFRL1	665.448018096085	0.11810346070569	0.457597971428068	665.448018096085	0.355064150417579	0.0114272321861409	1
AC022400.7	194.299183711287	0.165816925659139	0.457660548994785	194.299183711287	-0.179421823229974	0.362067330788058	1
HYAL2	487.625868232306	-0.119135103769103	0.457749161501586	487.625868232306	-0.163166343022085	0.305983936811723	1
ZFP62	341.060247120733	0.134989423128814	0.457830335493571	341.060247120733	-0.0959753066808971	0.627588948896077	1
C2orf81	85.8433085638815	0.228460891375235	0.457926668655659	85.8433085638815	-0.18990930317692	0.32820374286638	1
NRTN	44.4791786977565	-0.248996076763142	0.457926668655659	44.4791786977565	0.0883340066464115	0.628472122998253	1
CATSPER1	24.5219516997653	-0.259112579565125	0.457931729490615	24.5219516997653	-0.0487045681725193	0.757427048566525	1
EXTL2	337.710444662061	-0.134862063245893	0.458442378772639	337.710444662061	-0.193582721886621	0.266291927600199	1
HMGN3-AS1	18.2702334793837	0.255050145338354	0.458774363764721	18.2702334793837	0.0805436212223818	0.508900737005094	1
PCCA	211.590624202579	0.163683100340555	0.458920201973672	211.590624202579	-0.180765806858559	0.36087424387077	1
PLAT	177.823512677938	0.191073270103293	0.459147414920895	177.823512677938	0.0890023640441662	0.687845503234949	1
PHACTR4	895.478499151259	-0.0930840948956789	0.459667197062423	895.478499151259	0.0536648129181723	0.75300803869212	1
SEPTIN3	289.578520309141	-0.143907800398995	0.459667197062423	289.578520309141	-0.342481893295061	0.052379771797253	1
