KDM6A_KO_41_S19	KDM6A_KO_51_S21	KDM6A_KO_54_S22	UT_24_1_S52	UT_24_2_S53
AC023043.4	2.41875846754986	11.8286911992585	8.8870403578825	3.48986407521043	5.72387632442102
AC023043.2	0	1.97144853320975	0	1.55105070009352	0.357742270276314
AC023043.3	0	0	0	0	0
FHOD3	38.7001354807978	57.1720074630829	82.9457100069034	34.5108780770809	32.9122888654209
AC055840.1	0	0	0	0	0
TPGS2	341.044943924531	358.803633044175	425.09676378538	526.581712681751	517.653065089826
KIAA1328	43.5376524158975	27.6002794649366	31.1046412525888	28.6944379517302	30.765835243763
AC016493.1	0	0	0	0	0
AC015961.1	0	0	0	0	0
CELF4	0	0	0	0.387762675023381	0
AC015961.2	4.83751693509972	3.94289706641951	0	1.16328802507014	3.21968043248683
AC090386.1	0	0	0	0	0
AC090386.2	0	0	0	0	0
AC129908.1	0	0	0	0	0
AC009899.1	0	0	0	0	0
MIR4318	0	0	0	0	0
RPL12P40	0	0	0	0	0
AC108452.1	0	0	0	0	0
AC100781.1	0	0	0	0	0
RN7SKP182	0	0	0	0	0
RNU6-706P	0	0	0	0	0
MIR924HG	26.6063431430485	17.7430367988878	31.1046412525888	32.572064701964	40.4248765412235
AC011139.1	0	0	0	0	0
RPL7AP66	2.41875846754986	3.94289706641951	2.96234678596083	2.32657605014029	2.5041958919342
MIR924	0	0	0	0	0
AC099845.1	0	0	0	0	0
MIR5583-2	0	0	0	0	0
MIR5583-1	0	0	0	0	0
RNU6-1242P	0	0	0	0	0
LINC01901	0	0	0	0	0
LINC01902	0	0	0	0	0
AC011266.1	0	0	0	0	0
LINC01477	0	0	0	0	0
RPL17P45	0	0	0	0	0
AC068688.1	0	0	0	0	0
AC079052.1	0	0	0	0	0
AC021504.1	0	0	0	0	0.357742270276314
NPM1P1	0	0	0	0	0
AC011225.1	0	0	0	0	0
PIK3C3	307.182325378833	270.088449049736	269.573557522436	221.800250113374	248.630877842038
AC087683.2	0	0	0	0	0.715484540552628
AC087683.1	2.41875846754986	0	0	0	0
AC087683.3	0	0	0	0	0
LINC00907	0	1.97144853320975	0	1.16328802507014	0.357742270276314
RNA5SP454	0	0	0	0	0
AC084335.1	0	0	0	0	0
RIT2	0	0	0	0	0
AC100779.1	0	0	0	0	0
SYT4	0	0	0	0	0
AC022743.1	0	0	0	0	0
AC083760.1	0	0	0	0	0
RNA5SP455	0	0	0	0	0
AC110014.1	0	0	0	0	0
LINC01478	0	0	0	0	0
KRT8P5	0	0	0	0	0
MLECP1	0	0	0	0	0
AC120049.1	0	0	0	0	0
SETBP1	0	0	0	0	0
AC021766.1	0	0	0	0	0
MIR4319	0	0	0	0	0
AC105074.1	0	0	0	0	0
AC090376.1	0	0	0	0	0
SLC14A2	0	1.97144853320975	0	0	0
SLC14A2-AS1	0	1.97144853320975	0	0	0
AC021517.1	0	0	0	0	0
AC021517.2	0	0	0	0	0
AC091151.2	0	0	0	0	0
AC091151.7	0	0	0	1.16328802507014	0
AC091151.1	0	0	0	1.16328802507014	1.07322681082894
AC023421.1	0	0	0	0	0
AC023421.2	0	0	0	0.775525350046762	0
SLC14A1	0	0	0	0	0
AC087685.1	0	0	0	0	0
SIGLEC15	0	0	0	0	0
EPG5	198.338194339089	214.887890119863	235.506569483886	187.289372036293	190.676630057275
PSTPIP2	169.31309272849	167.573125322829	136.267952154198	182.636219936012	194.969537300591
RN7SKP26	0	0	0	0	0
AC012569.1	0	1.97144853320975	0	0	0.357742270276314
RNY4P37	0	0	0	0	0.357742270276314
ATP5F1A	2389.73336593926	2787.62822595859	2395.05737644934	3243.24701389556	3364.92379421901
HAUS1	149.963024988091	130.115603191844	164.410246620826	269.882821816273	255.427980977288
RNU6-1278P	0	0	0	0	0
C18orf25	384.582596340428	293.745831448253	253.280650199651	319.904206894289	353.807105303275
RNF165	43.5376524158975	51.2576618634536	60.7281091121971	37.2252168022446	50.7994023792366
AC015959.1	0	0	0	0	0
AC018931.1	0	0	0	0	0
LOXHD1	0	0	0	0	0
ST8SIA5	0	0	1.48117339298042	1.55105070009352	1.78871135138157
AC090311.1	0	0	0	0	0
AC090241.2	0	0	0	0.387762675023381	0
AC090241.3	0	0	1.48117339298042	0.775525350046762	0
PIAS2	176.56936813114	169.544573856039	183.665500729572	156.656120709446	182.44855784092
AC090241.1	0	1.97144853320975	0	0	0
AC090373.1	0	0	0	0	0
KATNAL2	12.0937923377493	5.91434559962926	5.92469357192167	6.97972815042086	3.93516497303945
ELOA3D	0	0	0	0	0
ELOA3C	0	0	0	0	0
ELOA3B	0	0	0	0	0
ELOA3	0	0	0	0	0
ELOA2	0	0	0	0	0
AC012254.5	0	0	0	0	0
AC012254.1	0	1.97144853320975	1.48117339298042	0.387762675023381	1.43096908110526
AC012254.3	0	0	0	0	0
HDHD2	149.963024988091	177.430367988878	188.109020908513	104.695922256313	100.883320217921
AC012254.2	333.788668521881	301.631625581092	333.264013420594	281.903464741998	272.241867680275
AC012254.4	0	0	0	0	0
IER3IP1	312.019842313932	323.3175594464	333.264013420594	288.883192892419	318.390620545919
SKOR2	0	0	0	0	0
RNU6-1131P	0	0	0	0	0
AC051635.1	0	0	0	0	0
MIR4527HG	0	0	0	0.775525350046762	2.5041958919342
MIR4527	0	0	0	0	0
AC102797.2	0	0	0	0	0
AC102797.1	0	0	0	0	0
TPMTP1	0	0	0	0.387762675023381	0.357742270276314
AC026898.1	0	0	0	0	0
SMAD2	677.252370913961	626.920633560702	783.540724886641	599.86885826117	629.984137956589
MTCO2P2	4.83751693509972	5.91434559962926	2.96234678596083	1.55105070009352	1.78871135138157
AC120349.3	0	0	0	0	0
AC120349.1	0	0	0	0	0
AC120349.2	0	0	0	0.775525350046762	0.357742270276314
ZBTB7C	0	5.91434559962926	1.48117339298042	3.48986407521043	2.86193816221051
AC105101.1	0	0	0	0	0
AC105101.2	0	0	0	0	0
RNU6-708P	0	0	0	0	0
C18orf12	0	0	0	0	0
RNA5SP456	0	0	0	0	0
AC024288.1	0	0	0	0	0
POLR3GP2	2.41875846754986	0	0	0.387762675023381	0
CTIF	186.244402001339	270.088449049736	189.590194301493	100.042770156032	99.4523511368153
AC048380.2	0	3.94289706641951	0	0.775525350046762	1.07322681082894
AC048380.3	0	0	0	0	0
MIR4743	2.41875846754986	0	0	0	0
AC048380.1	0	0	0	0	0
AC022919.1	0	0	0	0	0
AC093567.1	0	0	2.96234678596083	0.387762675023381	0.715484540552628
SMAD7	55.6314447536468	43.3718677306146	93.3139237577663	34.5108780770809	27.9038970815525
AC114684.1	0	1.97144853320975	0	0	0
AC016866.3	0	0	0	0	0
AC016866.1	0	0	0	0.775525350046762	0
DYM	331.369910054331	346.974941844917	306.602892346946	296.250683717863	284.40510486967
MIR4744	0	0	0	0.387762675023381	0
AC016866.2	0	0	0	0	0
AC044840.1	0	0	0	0	0
AC100778.1	0	0	0	0	0
AC100778.4	0	0	0	0	0
PRR13P4	0	0	0	0	0
C18orf32	222.525779014587	287.831485848624	250.318303413691	206.677505787462	232.89021794988
RPL17-C18orf32	4885.89210445072	6442.69380652948	4650.88445395851	4315.79857301023	4491.8119455894
AC100778.2	0	0	0	3.10210140018705	1.43096908110526
AC100778.3	2.41875846754986	3.94289706641951	1.48117339298042	0	0
MIR1539	0	0	0	0	0
RPL17	4835.09817663217	6338.20703426936	4594.59986502525	4209.93936272885	4385.56249131733
SNORD58C	2.41875846754986	3.94289706641951	2.96234678596083	4.65315210028057	5.72387632442102
SNORD58A	0	0	0	5.42867745032733	5.36613405414471
SNORD58B	299.926049976183	276.002794649366	223.657182340043	268.719533791203	257.21669232867
SRP72P1	0	0	0	0	0
LINC02837	0	0	0	0	0
LIPG	36.2813770132479	9.85724266604877	25.1799476806671	32.572064701964	47.2219796764734
SMUG1P1	0	0	0	0	0
AC090227.3	0	0	0	0	0
ACAA2	82.2377878966953	51.2576618634536	161.447899834865	146.962053833861	124.494310056157
AC090227.2	166.89433426094	114.344014926166	164.410246620826	129.512733457809	122.705598704776
SNHG22	7.25627540264959	7.88579413283902	14.8117339298042	3.10210140018705	7.51258767580259
SCARNA17	2.41875846754986	7.88579413283902	11.8493871438433	3.10210140018705	5.36613405414471
AC090227.1	4.83751693509972	0	5.92469357192167	0.387762675023381	3.21968043248683
MYO5B	841.727946707352	589.463111429717	638.38573237456	439.722873476514	421.062652115222
AC092705.1	0	0	0	0	0
RNA5SP457	0	0	0	0	0
AC091044.1	0	0	0	0	0.357742270276314
ADAD1P2	0	0	0	0	0
AC105224.1	0	0	0	0	0
MIR4320	0	0	0	0	0.357742270276314
RN7SL310P	2.41875846754986	0	0	0	0
CFAP53	29.0251016105983	17.7430367988878	25.1799476806671	20.9391844512626	17.1716289732631
AC090246.1	2.41875846754986	3.94289706641951	5.92469357192167	2.71433872516367	1.07322681082894
MBD1	295.088533041083	240.51672105159	285.866464845221	272.98492321646	246.126681950104
CXXC1	140.287991117892	167.573125322829	198.477234659376	253.209026790268	249.704104652867
AC105227.1	0	0	0	0	0
AC105227.2	0	0	0	0	0
RNA5SP458	0	0	0	0	0
SKA1	321.694876184132	189.259059188136	247.35595662773	326.496172369687	310.878032870117
RPLP0P11	0	0	0	0.775525350046762	0
MAPK4	2.41875846754986	5.91434559962926	2.96234678596083	7.75525350046762	6.79710313524996
AC012433.2	0	0	0	0	0
AC012433.1	0	0	0	0	0
MRO	0	1.97144853320975	0	3.10210140018705	5.72387632442102
HNRNPA3P16	0	0	0	0	0
RPL17P46	0	0	0	0	0
ME2	418.445214886126	378.518118376273	391.02977574683	437.396297426374	442.169446061524
AC087687.1	0	0	0	0	0
ELAC1	67.7252370913961	43.3718677306146	68.1339760770992	51.5724357781097	49.3684332981313
AC091551.1	217.688262079488	161.6587797232	213.28896858918	162.084798159773	174.935970165118
SMAD4	711.114989459659	609.177596761814	669.490373627149	460.662057927776	579.184735577352
SRSF10P1	0	0	0	0	0
MEX3C	580.502032211967	483.00489063639	660.603333269266	364.496914521978	383.499713736209
RNU1-46P	0	0	0	0	0
LINC01630	0	0	0	0	0
SS18L2P2	0	0	0	0	0
AC109315.1	0	0	0	0	0
RSL24D1P9	0	0	0	0	0
AC027216.1	0	0	0	0	0
RPS8P3	0	0	0	0	0
AC016383.3	0	0	0	0	0
AC016383.2	0	0	0	0	0
AC016383.1	0	0	0	0	0
DCC	0	0	0	0	0
AC011155.1	0	0	0	0	0
VN1R76P	0	0	0	0	0
MIR4528	0	0	0	0	0
LINC01917	2.41875846754986	0	0	0	0.357742270276314
LINC01919	0	0	0	0	0
RPL29P32	0	0	0	0	0
AC090666.1	0	0	0	0	0
MBD2	478.914176574873	402.17550077479	404.360336283654	410.64067284976	421.420394385498
SNORA37	0	0	0	0	0.357742270276314
AC093462.1	0	1.97144853320975	0	3.10210140018705	0.715484540552628
POLI	147.544266520542	191.230507721346	173.297286978709	152.002968609165	182.090815570644
STARD6	2.41875846754986	0	2.96234678596083	0.775525350046762	1.07322681082894
C18orf54	123.356681845043	106.458220793327	81.464536613923	116.716565182038	142.739165840249
SNRPGP2	12.0937923377493	9.85724266604877	7.40586696490209	6.20420280037409	7.15484540552628
CUPIN1P	0	0	0	0	0
AC090897.1	0	0	0	0	0
AC091135.1	0	0	0	0	0
AC091135.2	0	0	0	0	0
DYNAP	0	3.94289706641951	1.48117339298042	0	0
RAB27B	9.67503387019945	15.771588265678	11.8493871438433	25.2045738765198	29.6926084329341
RPSAP57	0	0	0	0	0
AC007673.1	0	0	0	0	0
AC098848.1	0	0	0	0	0
CCDC68	145.125508052992	116.315463459376	155.523206262944	85.3077885051438	84.0694335149338
MAP1LC3P	0	0	0	0	0
LINC01929	0	0	0	0	0
RNA5SP459	0	0	0	0	0
TCF4	2.41875846754986	0	0	0	0.357742270276314
TCF4-AS1	0	0	0	0	0
MIR4529	0	0	0	0	0
TCF4-AS2	0	0	0	0	0
AC022031.2	0	0	0	0	0
RPL21P126	0	0	0	0	0
LINC01415	0	0	0	0	0
AC022031.1	0	0	0	0	0
AC027584.1	0	0	0	0	0
LINC01416	0	0	0	0	0
AC009271.1	0	0	0	0	0
AC006305.2	0	0	0	0	0
AC009271.2	0	0	0	0	0
LINC01905	0	0	0	0	0
AC006305.3	0	0	0	0	0
AC006305.1	0	0	0	0	0
LINC01539	0	0	0	0	0
AC006305.4	0	0	0	0	0
TXNL1	611.945892290115	451.461714105034	580.619970048324	540.15340630757	595.998622280339
WDR7	91.9128217668948	120.258360525795	99.238617329688	115.553277156967	113.404299677592
AC008006.1	0	0	0	0	0
AC012301.2	0	0	0	0	0
AC012301.1	0	0	0	0	0
WDR7-OT1	9.67503387019945	7.88579413283902	11.8493871438433	9.30630420056114	11.8054949191184
AC012301.3	0	0	0	0	0
LINC-ROR	0	0	0	0	0
AC100775.1	0	0	0	0	0
BOD1L2	0	0	0	0	0
LINC02565	0	0	0	0	0
RNU6-737P	0	0	0	0	0
ST8SIA3	0	0	0	0	0
AC090340.1	0	0	0	0	0
ONECUT2	58.0502032211967	138.001397324683	87.3892301858446	89.9609406054244	93.3707325421179
FECH	382.163837872878	356.832184510966	396.954469318752	352.864034271277	326.260950491998
AC100847.1	0	0	0	0.387762675023381	0.357742270276314
NARS1	1816.48760912995	1561.38723830213	1667.80124049595	1455.66108203777	1359.42062704999
AC027097.1	29.0251016105983	23.6573823985171	26.6611210736475	36.8374541272212	30.4080929734867
AC027097.2	26.6063431430485	37.4575221309853	39.9916816104713	37.2252168022446	33.2700311356972
ATP8B1	174.15060966359	69.0006986623414	48.8787219683538	174.493203760521	187.456949624789
RNU6-742P	0	0	0	0	0
RSL24D1P11	0	0	1.48117339298042	0	0.357742270276314
LINC01897	0	0	0	0.387762675023381	0
HMGN1P30	0	0	1.48117339298042	0	0
NEDD4L	728.046298732508	479.06199356997	386.586255567889	360.619287771744	374.198414709024
AC107896.1	0	0	0	0	0
AC090236.2	0	0	0	0.387762675023381	0
AC090236.1	0	0	0	0	0
AC105105.2	0	0	0	0	0
MIR122HG	0	0	0	0	0
MIR122	0	0	0	0	0
MIR3591	0	0	0	0	0
AC105105.4	0	0	0	0	0
ALPK2	7.25627540264959	3.94289706641951	44.4352017894125	2.32657605014029	2.86193816221051
AC105105.3	0	0	0	0	0
AC105105.1	0	0	0	0	0
AC104971.2	0	0	0	0	0
SNORA108	0	0	0	0	0
RPL9P31	0	0	0	0	0
AC104971.3	0	0	0	0	0
AC104971.1	7.25627540264959	0	1.48117339298042	5.04091477530395	1.07322681082894
MALT1	969.922145487495	530.319655433424	767.247817563856	499.050562755091	462.560755467274
AC104365.2	4.83751693509972	7.88579413283902	17.774080715765	5.42867745032733	2.86193816221051
MRPL37P1	0	0	0	0.387762675023381	0.715484540552628
AC104365.4	0	0	0	0	0.715484540552628
AC104365.3	0	0	0	0.387762675023381	0
RNU6-219P	0	0	0	0	0
LINC01926	0	0	0	0	0
AC104365.1	0	0	0	0	0
ZNF532	193.500677403989	128.144154658634	220.694835554082	117.104327857061	113.762041947868
RNU2-69P	0	0	0	0	0
OACYLP	0	0	0	0	0
AC040963.1	0	0	0	0	0.357742270276314
SEC11C	217.688262079488	187.287610654927	165.891420013807	152.390731284189	162.414990705447
GRP	0	1.97144853320975	0	0.387762675023381	0.357742270276314
RAX	0	0	0	0	0
CPLX4	0	0	0	0	0
LMAN1	1216.63550917758	1104.01117859746	1140.50351259492	925.977267955834	1162.30463612774
AC016229.2	0	0	0	0	0
CCBE1	0	1.97144853320975	2.96234678596083	2.71433872516367	1.43096908110526
AC016229.1	0	0	0	0	0
AC090213.1	0	0	0	0	0
AC010776.1	0	0	0	0	0
AC010776.2	0	0	0	0	0
AC010776.3	0	0	0	0	0
RPS26P54	0	0	0	0	0
GLUD1P4	0	0	0	0	0
AC098847.1	0	0	0	0	0
PMAIP1	488.589210445072	484.9763391696	499.155433434401	556.827201333575	584.908611901773
AC107990.1	0	0	0	0	0
NFE2L3P1	0	1.97144853320975	1.48117339298042	0	0.357742270276314
RN7SL342P	0	0	0	0	0
ENTR1P1	0	0	0	0	0
AC090377.1	0	0	0	1.16328802507014	0
SINHCAFP2	9.67503387019945	5.91434559962926	8.8870403578825	5.04091477530395	3.57742270276314
RNU6-567P	0	0	0	0	0
AC090771.2	0	0	0	0	0
RPS3AP49	0	0	0	0	0
RNU4-17P	0	0	0	0	0
AC090771.1	0	0	0	0	0.715484540552628
AC090621.1	0	0	0	0	0
AC091576.1	0	0	0	0	0.715484540552628
MC4R	0	3.94289706641951	0	0	0.357742270276314
AC010928.2	0	0	0	0	0
MRPS5P4	0	0	0	0	0
AC010928.3	0	0	0	0	0
AC010928.1	0	0	0	0	0
AC113137.1	0	0	0	0	0
CTBP2P3	0	0	0	0	0
HMGN1P31	0	0	0	0	0
CDH20	0	0	0	0	0
RNU6-116P	0	0	0	0	0
RPL30P14	0	0	0	0	0
AC090409.2	0	0	0	1.16328802507014	1.07322681082894
AC090409.1	0	1.97144853320975	1.48117339298042	3.10210140018705	2.86193816221051
AC105094.2	0	0	0	0.775525350046762	1.07322681082894
AC105094.1	0	0	0	0	0
LINC01544	0	0	0	0	0
RNF152	9.67503387019945	17.7430367988878	5.92469357192167	4.65315210028057	6.08161859469734
PIGN	82.2377878966953	78.8579413283902	85.9080567928642	74.4504336044891	85.8581448663153
RPIAP1	0	0	0	0	0
RELCH	169.31309272849	136.029948791473	213.28896858918	145.798765808791	175.293712435394
AC027514.1	0	0	0	0	0.715484540552628
AC027514.2	0	0	0	0	0
TNFRSF11A	14.5125508052992	27.6002794649366	38.5105082174909	26.7556245766133	33.9855156762498
AC100843.1	0	0	0	0	0
AC100843.2	0	0	0	0	0
RPL17P44	0	0	0	0	0
AC100843.3	0	0	0	0	0
ACTBP9	0	0	0	0	0
ZCCHC2	154.800541923191	139.972845857893	84.4268833998838	125.247344032552	143.812392651078
AC064801.1	0	0	0	0.775525350046762	0
AC064801.2	2.41875846754986	0	0	1.16328802507014	0
RN7SL705P	0	0	0	0	0
PHLPP1	157.219300390741	118.286911992585	128.862085189296	130.288258807856	156.333372110749
RNU6-142P	0	0	0	0	0
BCL2	43.5376524158975	31.5431765313561	4.44352017894125	20.9391844512626	23.2532475679604
AC022726.1	0	0	0	0	0
AC022726.2	0	0	0	0	0
KDSR	420.863973353676	443.575919972195	413.247376641536	346.659831470902	373.482930168472
AC036176.1	4.83751693509972	3.94289706641951	1.48117339298042	5.04091477530395	2.86193816221051
VPS4B	563.570722939118	520.462412767375	471.013138967773	459.111007227683	519.084034170932
AC036176.2	0	0	1.48117339298042	1.55105070009352	0
SERPINB5	174.15060966359	143.915742924312	122.937391617375	174.493203760521	172.431774273183
AC036176.3	0	0	0	0	0
ATP5MC1P6	0	0	0	0	0
SERPINB12	0	0	0	0	0
SERPINB13	0	0	0	0	0
SERPINB4	0	0	0	0	0
SERPINB11	0	0	0	0	0
SERPINB3	0	0	0	0.387762675023381	0
SERPINB7	0	0	0	0	0.715484540552628
SERPINB2	0	0	0	0	0
SERPINB10	0	0	0	0	0
HMSD	41.1188939483477	47.3147647970341	16.2929073227846	12.7961682757716	10.3745258380131
AC009802.1	2.41875846754986	1.97144853320975	2.96234678596083	2.71433872516367	4.29290724331577
SERPINB8	200.756952806639	183.344713588507	85.9080567928642	47.3070463528525	38.6361651898419
LINC01924	0	0	0	0	0
RPL12P39	0	0	0	0	0
LINC00305	0	0	0	0	0
LINC01538	0	0	0	0	0
AC027506.1	0	0	0	0	0
AC090348.1	0	0	0	0	0
AC007948.1	0	0	0	0	0
AC007631.1	0	0	0	0	0
LINC01916	0	0	0	0	0
AC090358.1	0	0	0	0	0
CDH7	0	0	0	0	0
AC023394.2	0	0	0	0	0
AC023394.1	0	0	0	0	0
PRPF19P1	0	0	0	0	0
CDH19	0	0	0	0	0
RNU6-1037P	0	0	0	0	0
MIR5011	0	0	0	0	0
RPL31P9	0	0	0	0	0
AC091042.1	0	0	0	0	0
AC110597.1	0	0	0	0	0
DSEL	0	0	0	0	0
AC110597.3	0	0	0	0	0
AC114689.3	0	0	0	0	0
AC022662.1	0	0	0	0	0
AC022655.1	0	0	0	0	0
AC022655.2	0	0	0	0	0
AC114689.1	0	0	0	0	0
LINC01903	0	0	0	0	0
AC114689.2	0	0	0	0	0
AC100844.1	0	0	0	0	0
AC068112.1	0	0	0	0	0
AC005909.2	0	0	0	0	0
LINC01912	0	0	0	0	0
AC022968.1	2.41875846754986	0	1.48117339298042	5.81644012535071	3.57742270276314
AC005909.1	0	0	0	0	0
AKR1B10P2	0	0	0	0	0
AC067819.1	0	0	0	0	0
TMX3	442.632799561625	490.890684769229	422.134416999419	316.802105494102	332.342569086696
CCDC102B	12.0937923377493	19.7144853320975	1.48117339298042	3.10210140018705	4.29290724331577
AC040896.1	0	0	0	0	0.357742270276314
AC022035.1	0	0	0	0	0
RNU6-39P	0	0	0	0	0
SDHCP1	0	0	0	0	0
AC096708.2	0	0	0	0	0
AC096708.3	2.41875846754986	0	0	0	0
AC096708.1	0	0	0	0	0
AC090337.1	0	0	0	0	0
AC090337.2	0	0	0	0	0
AC026585.1	0	0	0	0	0
DOK6	0	0	0	0	0
AC119868.1	0	0	0	0	0
AC119868.2	0	0	0	0	0
AC068254.2	0	0	0	0	0
AC068254.1	0	0	0	0	0
CD226	0	3.94289706641951	5.92469357192167	8.143016175491	5.72387632442102
RTTN	280.575982235784	242.4881695848	404.360336283654	392.415827123661	405.67973449334
AC021701.1	2.41875846754986	0	0	0.775525350046762	0.715484540552628
SOCS6	611.945892290115	445.547368505405	777.616031314719	401.334368649199	419.989425304393
LINC01909	4.83751693509972	0	2.96234678596083	2.32657605014029	1.07322681082894
LIVAR	0	0	1.48117339298042	4.26538942525719	3.21968043248683
LINC01910	19.3500677403989	11.8286911992585	31.1046412525888	8.91854152553776	8.94355675690785
LARP7P3	0	0	0	0	0
RPS2P6	0	1.97144853320975	0	0.387762675023381	0
AC091305.1	2.41875846754986	1.97144853320975	1.48117339298042	0.387762675023381	1.43096908110526
AC091646.1	0	0	0	0	0
RN7SL795P	0	0	0	0	0
GTSCR1	0	0	0	0	0
AC090415.2	0	0	0	0	0
AC090415.1	0	0	0	0	0
AC091691.3	0	0	0	0	0
AC091691.2	0	0	0	0	0
AC091691.1	0	0	0	0	0
LINC01541	0	0	0	0	0
AC090312.1	0	0	0	0	0
AC090312.2	0	0	0	0	0
LINC01899	0	0	0	0	0
AC027458.1	0	0	0	0	0
AC069114.1	0	0	0	0	0
AC069114.2	0	0	0	0	0
CBLN2	0	0	0	0	0
HNRNPA1P11	0	0	0	0	0
NETO1	0	0	0	0	0
AC023301.1	0	0	0	0	0
RNA5SP460	0	0	0	0	0
MIR548AV	0	0	0	0	0
AC091138.1	0	0	0	0	0
LINC02864	0	0	1.48117339298042	0	0
LINC02582	14.5125508052992	0	48.8787219683538	0	0
AC079070.1	0	0	0	0	0
RN7SL401P	0	0	0	0	0
AC090125.1	2.41875846754986	0	0	0	0
AC010947.1	0	0	0	0	0
AC090125.2	0	0	0	0	0
FBXO15	4.83751693509972	7.88579413283902	2.96234678596083	3.48986407521043	2.5041958919342
TIMM21	82.2377878966953	92.6580810608585	88.870403578825	126.022869382599	142.023681299697
AC090398.1	0	0	0	0	0
RN7SL551P	0	0	0	0	0
CYB5A	53.212686286097	88.715183994439	42.9540283964321	55.4500625283435	59.7429591361444
AC090398.2	0	0	0	0.775525350046762	0
C18orf63	0	0	0	0	0
FAUP1	9.67503387019945	23.6573823985171	8.8870403578825	8.53077885051438	7.87032994607891
LINC01922	0	0	0	0	0
DIPK1C	0	0	0	0	0
AC009704.3	0	0	0	0	0
CNDP2	505.520519717921	362.746530110595	398.435642711732	379.61965884789	351.660651681617
AC009704.2	0	0	0	0	0
CNDP1	0	0	0	0.775525350046762	0
AC009704.1	0	0	0	0	0
LINC00909	135.450474182792	120.258360525795	81.464536613923	75.2259589545359	72.979423136368
ZNF407	67.7252370913961	67.0292501291317	79.9833632209425	78.3280603547229	80.4920108121706
AC015819.2	0	0	0	0.775525350046762	0.715484540552628
AC015819.1	0	0	0	0.775525350046762	1.78871135138157
AC015819.4	2.41875846754986	0	0	0	0
AC015819.3	0	0	0	0	0
AC015819.5	0	0	0	0	0
ZADH2	212.850745144388	181.373265055297	139.230298940159	203.575404387275	196.400506381696
TSHZ1	99.1690971695443	57.1720074630829	53.322242147295	72.5116202293722	69.7597427038812
AC116003.3	0	0	0	0	0
AC116003.1	0	0	0	0	0
SMIM21	0	0	0	0	0
AC116003.2	0	0	0	0	0
AC012101.2	0	0	0	0	0
AC012101.1	0	0	0	0	0
AC090812.1	0	0	0	0	0
AC090338.1	0	0	0	0	0
LINC01898	0	0	0	0.387762675023381	0
AC021506.1	0	0	0	0	0
AC021506.2	0	0	0	0	0
AC090457.1	0	0	0	0	0
AC011095.1	0	0	0	0	0
AC103808.6	0	0	0	0.387762675023381	0.357742270276314
LINC01893	0	0	0	0	0
AC103808.2	0	0	0	0.387762675023381	0.357742270276314
AC103808.4	0	0	0	0	0
AC103808.3	0	0	0	1.9388133751169	2.86193816221051
AC103808.1	0	0	0	0	0
AC103808.5	0	0	0	0	0
ZNF516	125.775440312593	96.600978127278	25.1799476806671	195.820150886807	186.025980543683
AC009716.1	0	0	0	0	0
AC009716.2	0	0	0	0.387762675023381	0
AC018413.1	12.0937923377493	7.88579413283902	2.96234678596083	18.2248457260989	9.30129902718416
ZNF516-DT	2.41875846754986	0	0	3.48986407521043	3.93516497303945
LINC00683	0	0	0	0	0
AC034110.1	0	0	0	0	0
LINC01927	0	0	0	0	0
LINC01879	0	0	0	0	0
ARL2BPP1	0	0	0	0	0
CCND3P2	0	0	0	0	0
AC139085.1	0	0	0	0	0
ZNF236-DT	0	3.94289706641951	0	1.55105070009352	3.21968043248683
RNU6-346P	0	0	0	0	0
AC027575.3	0	0	0	0	1.07322681082894
ZNF236	62.8877201562964	108.429669326537	114.050351259492	96.5529060808218	102.314289299026
RPL26P35	0	0	0	0	0
AC027575.2	0	0	0	0	0
AC027575.1	0	0	0	0	0
AC093330.1	0	0	0	0	0.357742270276314
MBP	474.076659639773	313.460316780351	359.925134494241	319.904206894289	333.415795897525
AC093330.2	2.41875846754986	0	0	1.16328802507014	0
AC093330.3	0	0	0	0	0
AC018529.1	0	0	0	0	0
AC018529.3	0	0	0	0	0.715484540552628
AC018529.2	0	0	0	0.387762675023381	0
AC100863.1	0	0	0	0	0
GALR1	0	0	0	0	0
AC124254.2	0	0	0	0	0
AC124254.1	0	0	0	0	0
BDP1P	0	0	0	0	0
AC123786.1	0	0	0	0	0
AC123786.2	0	0	0	0	0
AC123786.3	0	0	0	0	0
RNA5SP461	0	0	0	0	0
LINC01029	0	0	0	0	0
AC134978.1	0	0	0	0	0
RNU6-655P	0	0	0	0	0
AC107892.1	0	0	0	0	0
AC087399.1	0	0	0	0	0
AC012572.3	0	0	0	0	0
AC012572.1	0	0	0	0	0
AC044873.1	0	0	0	0	0
AC091027.2	0	0	0	0	0
AC091027.1	0	0	0	0	0
AC091027.3	0	0	0	0	0
LINC01896	0	0	0	0	0
SALL3	0	0	0	0	0
ATP9B	58.0502032211967	90.6866325276487	63.6904558981579	60.8787399786708	55.807794163105
AC099689.1	0	0	0	0	0
AC125437.1	0	1.97144853320975	0	1.9388133751169	1.78871135138157
AC125437.2	0	0	0	0.775525350046762	0.357742270276314
AC125437.3	0	0	0	0	0
AC104423.1	0	0	0	0	0
AC023090.1	0	0	0	0.387762675023381	0
AC023090.2	0	1.97144853320975	0	1.16328802507014	0
NFATC1	162.056817325841	175.458919455668	165.891420013807	160.145984784656	148.105299894394
AC018445.3	4.83751693509972	1.97144853320975	4.44352017894125	0.775525350046762	1.43096908110526
AC018445.5	0	0	0	0	0
AC018445.1	0	0	0	0	0
